Size, Type, Time
2000000, "Sequential", 0.181819
2000000, "Parallel", 0.308764
2000000, "Built-in", 0.242045
1000000, "Sequential", 0.087198
1000000, "Parallel", 0.161009
1000000, "Built-in", 0.113840
5000000, "Sequential", 0.480102
5000000, "Parallel", 0.728822
5000000, "Built-in", 0.635901
10000000, "Sequential", 0.986669
10000000, "Parallel", 1.439659
10000000, "Built-in", 1.322834
6000000, "Sequential", 0.574793
6000000, "Parallel", 0.886511
6000000, "Built-in", 0.764394
2000000, "Sequential", 0.181323
2000000, "Parallel", 0.306509
2000000, "Built-in", 0.242358
7000000, "Sequential", 0.673780
7000000, "Parallel", 1.087261
7000000, "Built-in", 0.899785
5000000, "Sequential", 0.477418
5000000, "Parallel", 0.697290
5000000, "Built-in", 0.628984
4000000, "Sequential", 0.377959
4000000, "Parallel", 0.620231
4000000, "Built-in", 0.507666
10000000, "Sequential", 0.999763
10000000, "Parallel", 1.470978
10000000, "Built-in", 1.326321
7000000, "Sequential", 0.680249
7000000, "Parallel", 1.001707
7000000, "Built-in", 0.901797
9000000, "Sequential", 0.878271
9000000, "Parallel", 1.319585
9000000, "Built-in", 1.175774
10000000, "Sequential", 0.981568
10000000, "Parallel", 1.535255
10000000, "Built-in", 1.326972
1000000, "Sequential", 0.087834
1000000, "Parallel", 0.160389
1000000, "Built-in", 0.121601
7000000, "Sequential", 0.690075
7000000, "Parallel", 1.014983
7000000, "Built-in", 0.905482
5000000, "Sequential", 0.476769
5000000, "Parallel", 0.693724
5000000, "Built-in", 0.639956
9000000, "Sequential", 0.869408
9000000, "Parallel", 1.379229
9000000, "Built-in", 1.178770
5000000, "Sequential", 0.481422
5000000, "Parallel", 0.726010
5000000, "Built-in", 0.638815
2000000, "Sequential", 0.181677
2000000, "Parallel", 0.322096
2000000, "Built-in", 0.244658
3000000, "Sequential", 0.278895
3000000, "Parallel", 0.436603
3000000, "Built-in", 0.368678
9000000, "Sequential", 0.889566
9000000, "Parallel", 1.257357
9000000, "Built-in", 1.187431
6000000, "Sequential", 0.571247
6000000, "Parallel", 0.914373
6000000, "Built-in", 0.765922
7000000, "Sequential", 0.671644
7000000, "Parallel", 1.033557
7000000, "Built-in", 0.899212
7000000, "Sequential", 0.675561
7000000, "Parallel", 1.065637
7000000, "Built-in", 0.907543
3000000, "Sequential", 0.278142
3000000, "Parallel", 0.434565
3000000, "Built-in", 0.370073
6000000, "Sequential", 0.574831
6000000, "Parallel", 0.885083
6000000, "Built-in", 0.770058
4000000, "Sequential", 0.377035
4000000, "Parallel", 0.573959
4000000, "Built-in", 0.502097
8000000, "Sequential", 0.789449
8000000, "Parallel", 1.062508
8000000, "Built-in", 1.050128
9000000, "Sequential", 0.874085
9000000, "Parallel", 1.335758
9000000, "Built-in", 1.176989
4000000, "Sequential", 0.371842
4000000, "Parallel", 0.564774
4000000, "Built-in", 0.500584
10000000, "Sequential", 0.978272
10000000, "Parallel", 1.487023
10000000, "Built-in", 1.321818
7000000, "Sequential", 0.679597
7000000, "Parallel", 1.029926
7000000, "Built-in", 0.910459
1000000, "Sequential", 0.097333
1000000, "Parallel", 0.151848
1000000, "Built-in", 0.118599
5000000, "Sequential", 0.470833
5000000, "Parallel", 0.779791
5000000, "Built-in", 0.633422
4000000, "Sequential", 0.370757
4000000, "Parallel", 0.604691
4000000, "Built-in", 0.503418
8000000, "Sequential", 0.777677
8000000, "Parallel", 1.151572
8000000, "Built-in", 1.044498
2000000, "Sequential", 0.183807
2000000, "Parallel", 0.313928
2000000, "Built-in", 0.244024
9000000, "Sequential", 0.892203
9000000, "Parallel", 1.361420
9000000, "Built-in", 1.182588
7000000, "Sequential", 0.680563
7000000, "Parallel", 1.034000
7000000, "Built-in", 0.905141
5000000, "Sequential", 0.476731
5000000, "Parallel", 0.781076
5000000, "Built-in", 0.638353
8000000, "Sequential", 0.790077
8000000, "Parallel", 1.192815
8000000, "Built-in", 1.046843
10000000, "Sequential", 1.022375
10000000, "Parallel", 1.407402
10000000, "Built-in", 1.325415
4000000, "Sequential", 0.378237
4000000, "Parallel", 0.608030
4000000, "Built-in", 0.500235
10000000, "Sequential", 0.991146
10000000, "Parallel", 1.465960
10000000, "Built-in", 1.323552
4000000, "Sequential", 0.376276
4000000, "Parallel", 0.575955
4000000, "Built-in", 0.501679
1000000, "Sequential", 0.086885
1000000, "Parallel", 0.160152
1000000, "Built-in", 0.115225
9000000, "Sequential", 0.881321
9000000, "Parallel", 1.360423
9000000, "Built-in", 1.183641
3000000, "Sequential", 0.276179
3000000, "Parallel", 0.453414
3000000, "Built-in", 0.370545
10000000, "Sequential", 0.998881
10000000, "Parallel", 1.452828
10000000, "Built-in", 1.327731
1000000, "Sequential", 0.086329
1000000, "Parallel", 0.163248
1000000, "Built-in", 0.119771
3000000, "Sequential", 0.275926
3000000, "Parallel", 0.458702
3000000, "Built-in", 0.366724
2000000, "Sequential", 0.182523
2000000, "Parallel", 0.307366
2000000, "Built-in", 0.242752
3000000, "Sequential", 0.275518
3000000, "Parallel", 0.451358
3000000, "Built-in", 0.365859
1000000, "Sequential", 0.086722
1000000, "Parallel", 0.163933
1000000, "Built-in", 0.115245
4000000, "Sequential", 0.374186
4000000, "Parallel", 0.598724
4000000, "Built-in", 0.501572
10000000, "Sequential", 0.989464
10000000, "Parallel", 1.398854
10000000, "Built-in", 1.320344
7000000, "Sequential", 0.680139
7000000, "Parallel", 1.025000
7000000, "Built-in", 0.905346
2000000, "Sequential", 0.181264
2000000, "Parallel", 0.310406
2000000, "Built-in", 0.247564
4000000, "Sequential", 0.379358
4000000, "Parallel", 0.621613
4000000, "Built-in", 0.499188
6000000, "Sequential", 0.575909
6000000, "Parallel", 0.883948
6000000, "Built-in", 0.764017
3000000, "Sequential", 0.280863
3000000, "Parallel", 0.465617
3000000, "Built-in", 0.366991
8000000, "Sequential", 0.777613
8000000, "Parallel", 1.211772
8000000, "Built-in", 1.040587
6000000, "Sequential", 0.579410
6000000, "Parallel", 0.895618
6000000, "Built-in", 0.769286
8000000, "Sequential", 0.788866
8000000, "Parallel", 1.175374
8000000, "Built-in", 1.052933
7000000, "Sequential", 0.679186
7000000, "Parallel", 1.049067
7000000, "Built-in", 0.907415
9000000, "Sequential", 0.885048
9000000, "Parallel", 1.322604
9000000, "Built-in", 1.181236
5000000, "Sequential", 0.476112
5000000, "Parallel", 0.743118
5000000, "Built-in", 0.631145
6000000, "Sequential", 0.574226
6000000, "Parallel", 0.895297
6000000, "Built-in", 0.763702
10000000, "Sequential", 0.985009
10000000, "Parallel", 1.532429
10000000, "Built-in", 1.325903
7000000, "Sequential", 0.681151
7000000, "Parallel", 1.034316
7000000, "Built-in", 0.919032
6000000, "Sequential", 0.573868
6000000, "Parallel", 0.872956
6000000, "Built-in", 0.766820
10000000, "Sequential", 0.996567
10000000, "Parallel", 1.358120
10000000, "Built-in", 1.329887
10000000, "Sequential", 1.000063
10000000, "Parallel", 1.507146
10000000, "Built-in", 1.325316
5000000, "Sequential", 0.478568
5000000, "Parallel", 0.779507
5000000, "Built-in", 0.634597
3000000, "Sequential", 0.278493
3000000, "Parallel", 0.457961
3000000, "Built-in", 0.376101
4000000, "Sequential", 0.372810
4000000, "Parallel", 0.589851
4000000, "Built-in", 0.503481
5000000, "Sequential", 0.482904
5000000, "Parallel", 0.727617
5000000, "Built-in", 0.632432
9000000, "Sequential", 0.885844
9000000, "Parallel", 1.281927
9000000, "Built-in", 1.186170
3000000, "Sequential", 0.278304
3000000, "Parallel", 0.444045
3000000, "Built-in", 0.373017
2000000, "Sequential", 0.181081
2000000, "Parallel", 0.319086
2000000, "Built-in", 0.240513
2000000, "Sequential", 0.179804
2000000, "Parallel", 0.303873
2000000, "Built-in", 0.248076
5000000, "Sequential", 0.483512
5000000, "Parallel", 0.779918
5000000, "Built-in", 0.632939
10000000, "Sequential", 0.984673
10000000, "Parallel", 1.438014
10000000, "Built-in", 1.319217
6000000, "Sequential", 0.580399
6000000, "Parallel", 0.877097
6000000, "Built-in", 0.764493
5000000, "Sequential", 0.477573
5000000, "Parallel", 0.749583
5000000, "Built-in", 0.635222
6000000, "Sequential", 0.576832
6000000, "Parallel", 0.911865
6000000, "Built-in", 0.767292
8000000, "Sequential", 0.785290
8000000, "Parallel", 1.170555
8000000, "Built-in", 1.037103
9000000, "Sequential", 0.889792
9000000, "Parallel", 1.321593
9000000, "Built-in", 1.184818
6000000, "Sequential", 0.575286
6000000, "Parallel", 0.927814
6000000, "Built-in", 0.767402
6000000, "Sequential", 0.575099
6000000, "Parallel", 0.841819
6000000, "Built-in", 0.771345
1000000, "Sequential", 0.087006
1000000, "Parallel", 0.159034
1000000, "Built-in", 0.120526
5000000, "Sequential", 0.477264
5000000, "Parallel", 0.746529
5000000, "Built-in", 0.639601
8000000, "Sequential", 0.775353
8000000, "Parallel", 1.218655
8000000, "Built-in", 1.037092
5000000, "Sequential", 0.477977
5000000, "Parallel", 0.755788
5000000, "Built-in", 0.638445
7000000, "Sequential", 0.674313
7000000, "Parallel", 1.007021
7000000, "Built-in", 0.913129
2000000, "Sequential", 0.181708
2000000, "Parallel", 0.316264
2000000, "Built-in", 0.246430
3000000, "Sequential", 0.279052
3000000, "Parallel", 0.451247
3000000, "Built-in", 0.367647
7000000, "Sequential", 0.675539
7000000, "Parallel", 0.936456
7000000, "Built-in", 0.902274
3000000, "Sequential", 0.277792
3000000, "Parallel", 0.425199
3000000, "Built-in", 0.368403
9000000, "Sequential", 0.884709
9000000, "Parallel", 1.343858
9000000, "Built-in", 1.193714
6000000, "Sequential", 0.576584
6000000, "Parallel", 0.852871
6000000, "Built-in", 0.760910
8000000, "Sequential", 0.780953
8000000, "Parallel", 1.193646
8000000, "Built-in", 1.046611
7000000, "Sequential", 0.682625
7000000, "Parallel", 0.980675
7000000, "Built-in", 0.900159
5000000, "Sequential", 0.474787
5000000, "Parallel", 0.723851
5000000, "Built-in", 0.630696
5000000, "Sequential", 0.480925
5000000, "Parallel", 0.738241
5000000, "Built-in", 0.635966
10000000, "Sequential", 0.990617
10000000, "Parallel", 1.365440
10000000, "Built-in", 1.313128
9000000, "Sequential", 0.892635
9000000, "Parallel", 1.301938
9000000, "Built-in", 1.189678
7000000, "Sequential", 0.676414
7000000, "Parallel", 1.050628
7000000, "Built-in", 0.903510
9000000, "Sequential", 0.875054
9000000, "Parallel", 1.330942
9000000, "Built-in", 1.187094
10000000, "Sequential", 1.005729
10000000, "Parallel", 1.419301
10000000, "Built-in", 1.318709
1000000, "Sequential", 0.091941
1000000, "Parallel", 0.164692
1000000, "Built-in", 0.114575
2000000, "Sequential", 0.181976
2000000, "Parallel", 0.304953
2000000, "Built-in", 0.242259
7000000, "Sequential", 0.677533
7000000, "Parallel", 1.046807
7000000, "Built-in", 0.910989
1000000, "Sequential", 0.087386
1000000, "Parallel", 0.161499
1000000, "Built-in", 0.119761
4000000, "Sequential", 0.374588
4000000, "Parallel", 0.575727
4000000, "Built-in", 0.504671
8000000, "Sequential", 0.782230
8000000, "Parallel", 1.187800
8000000, "Built-in", 1.041225
1000000, "Sequential", 0.086679
1000000, "Parallel", 0.157628
1000000, "Built-in", 0.113638
4000000, "Sequential", 0.379759
4000000, "Parallel", 0.608070
4000000, "Built-in", 0.501617
5000000, "Sequential", 0.476782
5000000, "Parallel", 0.748919
5000000, "Built-in", 0.633813
1000000, "Sequential", 0.094379
1000000, "Parallel", 0.169541
1000000, "Built-in", 0.113840
8000000, "Sequential", 0.778163
8000000, "Parallel", 1.197914
8000000, "Built-in", 1.050091
5000000, "Sequential", 0.477635
5000000, "Parallel", 0.711821
5000000, "Built-in", 0.634141
3000000, "Sequential", 0.279397
3000000, "Parallel", 0.447232
3000000, "Built-in", 0.370820
6000000, "Sequential", 0.575165
6000000, "Parallel", 0.901483
6000000, "Built-in", 0.763372
4000000, "Sequential", 0.375145
4000000, "Parallel", 0.600454
4000000, "Built-in", 0.501525
2000000, "Sequential", 0.179153
2000000, "Parallel", 0.306245
2000000, "Built-in", 0.243377
3000000, "Sequential", 0.281151
3000000, "Parallel", 0.458548
3000000, "Built-in", 0.372887
3000000, "Sequential", 0.281561
3000000, "Parallel", 0.444261
3000000, "Built-in", 0.368721
