Size, Type, Time
90000000, "Sequential", 9.950020
90000000, "Parallel", 13.515498
90000000, "Built-in", 14.262884
90000000, "Sequential", 10.155768
90000000, "Parallel", 13.335666
90000000, "Built-in", 14.003920
50000000, "Sequential", 5.419274
50000000, "Parallel", 7.441835
50000000, "Built-in", 7.369530
70000000, "Sequential", 7.739847
70000000, "Parallel", 9.690789
70000000, "Built-in", 10.558914
50000000, "Sequential", 5.369393
50000000, "Parallel", 7.157398
50000000, "Built-in", 7.652460
30000000, "Sequential", 3.242740
30000000, "Parallel", 4.480021
30000000, "Built-in", 4.370954
50000000, "Sequential", 5.500474
50000000, "Parallel", 7.541817
50000000, "Built-in", 7.382753
70000000, "Sequential", 7.735588
70000000, "Parallel", 10.030438
70000000, "Built-in", 10.887984
40000000, "Sequential", 4.492014
40000000, "Parallel", 5.902134
40000000, "Built-in", 5.906298
50000000, "Sequential", 5.478692
50000000, "Parallel", 7.543372
50000000, "Built-in", 7.427438
10000000, "Sequential", 1.007455
10000000, "Parallel", 1.372624
10000000, "Built-in", 1.343410
70000000, "Sequential", 7.736297
70000000, "Parallel", 10.222759
70000000, "Built-in", 10.847205
10000000, "Sequential", 0.992086
10000000, "Parallel", 1.514140
10000000, "Built-in", 1.340563
90000000, "Sequential", 10.144270
90000000, "Parallel", 12.827741
90000000, "Built-in", 14.099307
70000000, "Sequential", 7.803810
70000000, "Parallel", 10.285452
70000000, "Built-in", 10.860579
20000000, "Sequential", 2.065411
20000000, "Parallel", 2.909171
20000000, "Built-in", 2.783034
60000000, "Sequential", 6.578459
60000000, "Parallel", 8.334327
60000000, "Built-in", 9.015764
30000000, "Sequential", 3.166665
30000000, "Parallel", 4.661046
30000000, "Built-in", 4.240026
90000000, "Sequential", 10.217079
90000000, "Parallel", 12.649887
90000000, "Built-in", 14.018025
50000000, "Sequential", 5.390685
50000000, "Parallel", 7.125316
50000000, "Built-in", 7.293032
50000000, "Sequential", 5.401801
50000000, "Parallel", 7.148553
50000000, "Built-in", 7.372029
30000000, "Sequential", 3.181214
30000000, "Parallel", 4.045861
30000000, "Built-in", 4.257234
80000000, "Sequential", 8.883786
80000000, "Parallel", 11.611994
80000000, "Built-in", 12.312135
70000000, "Sequential", 7.728448
70000000, "Parallel", 9.701528
70000000, "Built-in", 10.674258
10000000, "Sequential", 0.995945
10000000, "Parallel", 1.466434
10000000, "Built-in", 1.330002
40000000, "Sequential", 4.251989
40000000, "Parallel", 5.315797
40000000, "Built-in", 5.811213
60000000, "Sequential", 6.493061
60000000, "Parallel", 8.538196
60000000, "Built-in", 8.921731
50000000, "Sequential", 5.366572
50000000, "Parallel", 7.376620
50000000, "Built-in", 7.295669
20000000, "Sequential", 2.054961
20000000, "Parallel", 3.024176
20000000, "Built-in", 2.768306
70000000, "Sequential", 7.714672
70000000, "Parallel", 10.560321
70000000, "Built-in", 10.613041
20000000, "Sequential", 2.040050
20000000, "Parallel", 2.988112
20000000, "Built-in", 2.791995
50000000, "Sequential", 5.390557
50000000, "Parallel", 7.455857
50000000, "Built-in", 7.300581
40000000, "Sequential", 4.216895
40000000, "Parallel", 5.760154
40000000, "Built-in", 5.787418
40000000, "Sequential", 4.248529
40000000, "Parallel", 5.884760
40000000, "Built-in", 5.784260
10000000, "Sequential", 0.988411
10000000, "Parallel", 1.477486
10000000, "Built-in", 1.338177
60000000, "Sequential", 6.463660
60000000, "Parallel", 8.707446
60000000, "Built-in", 8.899033
60000000, "Sequential", 6.500534
60000000, "Parallel", 8.816735
60000000, "Built-in", 8.908983
100000000, "Sequential", 11.178530
100000000, "Parallel", 14.548623
100000000, "Built-in", 15.992132
10000000, "Sequential", 0.996623
10000000, "Parallel", 1.444748
10000000, "Built-in", 1.345214
60000000, "Sequential", 6.585369
60000000, "Parallel", 9.189893
60000000, "Built-in", 9.141898
60000000, "Sequential", 6.577402
60000000, "Parallel", 8.000211
60000000, "Built-in", 9.072775
10000000, "Sequential", 0.995809
10000000, "Parallel", 1.431090
10000000, "Built-in", 1.352003
60000000, "Sequential", 6.583370
60000000, "Parallel", 9.044916
60000000, "Built-in", 9.178742
50000000, "Sequential", 5.534959
50000000, "Parallel", 7.567990
50000000, "Built-in", 7.380894
60000000, "Sequential", 6.617658
60000000, "Parallel", 8.745243
60000000, "Built-in", 9.074314
30000000, "Sequential", 3.166659
30000000, "Parallel", 4.432045
30000000, "Built-in", 4.305866
10000000, "Sequential", 0.997645
10000000, "Parallel", 1.423309
10000000, "Built-in", 1.340586
90000000, "Sequential", 10.173649
90000000, "Parallel", 13.236670
90000000, "Built-in", 14.170725
20000000, "Sequential", 2.053283
20000000, "Parallel", 2.991683
20000000, "Built-in", 2.808187
20000000, "Sequential", 2.060839
20000000, "Parallel", 2.957894
20000000, "Built-in", 2.824148
20000000, "Sequential", 2.079734
20000000, "Parallel", 2.902097
20000000, "Built-in", 2.840986
80000000, "Sequential", 8.952721
80000000, "Parallel", 12.009200
80000000, "Built-in", 12.420290
20000000, "Sequential", 2.101470
20000000, "Parallel", 3.004813
20000000, "Built-in", 2.823561
100000000, "Sequential", 11.313447
100000000, "Parallel", 14.586739
100000000, "Built-in", 15.810015
90000000, "Sequential", 10.080264
90000000, "Parallel", 13.522173
90000000, "Built-in", 14.120900
80000000, "Sequential", 8.923671
80000000, "Parallel", 11.203994
80000000, "Built-in", 12.456995
10000000, "Sequential", 1.005098
10000000, "Parallel", 1.465166
10000000, "Built-in", 1.335237
80000000, "Sequential", 9.006649
80000000, "Parallel", 11.097259
80000000, "Built-in", 12.404390
90000000, "Sequential", 10.127399
90000000, "Parallel", 12.714940
90000000, "Built-in", 14.196685
10000000, "Sequential", 1.005770
10000000, "Parallel", 1.390187
10000000, "Built-in", 1.342036
10000000, "Sequential", 0.998284
10000000, "Parallel", 1.513194
10000000, "Built-in", 1.337742
40000000, "Sequential", 4.267788
40000000, "Parallel", 5.827392
40000000, "Built-in", 5.858916
70000000, "Sequential", 7.751731
70000000, "Parallel", 9.872201
70000000, "Built-in", 10.751039
100000000, "Sequential", 11.207116
100000000, "Parallel", 14.557508
100000000, "Built-in", 15.780446
60000000, "Sequential", 6.520526
60000000, "Parallel", 8.813274
60000000, "Built-in", 9.103402
40000000, "Sequential", 4.332574
40000000, "Parallel", 5.959282
40000000, "Built-in", 5.831579
40000000, "Sequential", 4.353546
40000000, "Parallel", 5.879649
40000000, "Built-in", 5.840096
20000000, "Sequential", 2.051206
20000000, "Parallel", 2.905019
20000000, "Built-in", 2.819054
40000000, "Sequential", 4.286673
40000000, "Parallel", 5.924051
40000000, "Built-in", 5.850560
80000000, "Sequential", 8.838182
80000000, "Parallel", 11.534559
80000000, "Built-in", 12.483621
40000000, "Sequential", 4.366624
40000000, "Parallel", 5.910649
40000000, "Built-in", 5.893171
100000000, "Sequential", 11.465910
100000000, "Parallel", 14.947647
100000000, "Built-in", 15.758856
100000000, "Sequential", 11.268010
100000000, "Parallel", 14.392171
100000000, "Built-in", 15.817382
10000000, "Sequential", 0.986247
10000000, "Parallel", 1.469126
10000000, "Built-in", 1.346776
40000000, "Sequential", 4.359785
40000000, "Parallel", 5.904449
40000000, "Built-in", 5.828261
80000000, "Sequential", 8.977417
80000000, "Parallel", 11.654317
80000000, "Built-in", 12.431708
40000000, "Sequential", 4.285183
40000000, "Parallel", 5.795653
40000000, "Built-in", 5.844441
30000000, "Sequential", 3.161023
30000000, "Parallel", 4.464817
30000000, "Built-in", 4.306838
100000000, "Sequential", 11.496530
100000000, "Parallel", 14.628767
100000000, "Built-in", 15.918978
80000000, "Sequential", 8.829489
80000000, "Parallel", 12.024314
80000000, "Built-in", 12.430165
70000000, "Sequential", 7.829207
70000000, "Parallel", 9.922002
70000000, "Built-in", 10.821479
10000000, "Sequential", 1.010366
10000000, "Parallel", 1.470983
10000000, "Built-in", 1.338756
30000000, "Sequential", 3.196253
30000000, "Parallel", 4.145894
30000000, "Built-in", 4.334933
100000000, "Sequential", 11.393048
100000000, "Parallel", 14.838711
100000000, "Built-in", 15.803406
