Size, Type, Time
40000000, "Sequential", 5.040790
40000000, "Parallel", 7.180763
40000000, "Built-in", 7.086315
20000000, "Sequential", 2.474195
20000000, "Parallel", 3.240781
20000000, "Built-in", 3.393135
10000000, "Sequential", 1.159507
10000000, "Parallel", 1.661382
10000000, "Built-in", 1.639074
90000000, "Sequential", 11.621065
90000000, "Parallel", 16.102102
90000000, "Built-in", 17.099353
30000000, "Sequential", 3.768086
30000000, "Parallel", 5.034760
30000000, "Built-in", 5.548530
50000000, "Sequential", 6.229108
50000000, "Parallel", 8.871088
50000000, "Built-in", 8.919755
10000000, "Sequential", 1.153581
10000000, "Parallel", 1.638028
10000000, "Built-in", 1.671069
20000000, "Sequential", 2.495119
20000000, "Parallel", 3.557844
20000000, "Built-in", 3.475567
20000000, "Sequential", 2.416433
20000000, "Parallel", 3.202669
20000000, "Built-in", 3.401476
100000000, "Sequential", 13.070665
100000000, "Parallel", 17.785439
100000000, "Built-in", 18.818863
40000000, "Sequential", 5.210915
40000000, "Parallel", 7.141769
40000000, "Built-in", 7.100371
60000000, "Sequential", 7.628993
60000000, "Parallel", 10.234069
60000000, "Built-in", 10.875712
40000000, "Sequential", 5.282528
40000000, "Parallel", 7.514607
40000000, "Built-in", 8.301911
80000000, "Sequential", 11.684548
80000000, "Parallel", 15.553091
80000000, "Built-in", 16.791536
10000000, "Sequential", 1.392828
10000000, "Parallel", 2.078971
10000000, "Built-in", 2.261827
70000000, "Sequential", 10.521116
70000000, "Parallel", 13.028635
70000000, "Built-in", 14.788272
10000000, "Sequential", 1.301829
10000000, "Parallel", 1.985597
10000000, "Built-in", 2.303580
90000000, "Sequential", 13.313160
90000000, "Parallel", 16.723950
90000000, "Built-in", 19.302572
60000000, "Sequential", 9.867077
60000000, "Parallel", 11.627506
60000000, "Built-in", 12.406748
90000000, "Sequential", 13.348732
90000000, "Parallel", 16.624873
90000000, "Built-in", 19.445502
60000000, "Sequential", 9.873438
60000000, "Parallel", 11.572603
60000000, "Built-in", 12.593924
50000000, "Sequential", 7.728708
50000000, "Parallel", 9.630978
50000000, "Built-in", 10.237595
10000000, "Sequential", 1.309408
10000000, "Parallel", 2.002054
10000000, "Built-in", 2.575017
100000000, "Sequential", 14.756215
100000000, "Parallel", 18.746248
100000000, "Built-in", 21.472051
70000000, "Sequential", 11.567794
70000000, "Parallel", 13.119512
70000000, "Built-in", 14.563258
50000000, "Sequential", 8.499394
50000000, "Parallel", 9.325236
50000000, "Built-in", 10.270941
10000000, "Sequential", 1.248946
10000000, "Parallel", 1.896467
10000000, "Built-in", 2.444668
40000000, "Sequential", 5.911026
40000000, "Parallel", 7.405947
40000000, "Built-in", 8.040152
70000000, "Sequential", 9.964623
70000000, "Parallel", 13.246697
70000000, "Built-in", 14.729766
10000000, "Sequential", 1.345176
10000000, "Parallel", 1.942829
10000000, "Built-in", 2.644092
80000000, "Sequential", 11.956126
80000000, "Parallel", 14.393437
80000000, "Built-in", 16.814396
60000000, "Sequential", 9.399737
60000000, "Parallel", 11.260603
60000000, "Built-in", 12.401333
10000000, "Sequential", 1.501477
10000000, "Parallel", 1.970173
10000000, "Built-in", 2.619637
30000000, "Sequential", 4.269626
30000000, "Parallel", 5.504118
30000000, "Built-in", 6.071448
70000000, "Sequential", 10.076984
70000000, "Parallel", 13.075831
70000000, "Built-in", 14.607213
40000000, "Sequential", 6.850223
40000000, "Parallel", 7.634978
40000000, "Built-in", 8.009561
100000000, "Sequential", 14.643282
100000000, "Parallel", 19.422182
100000000, "Built-in", 21.364787
60000000, "Sequential", 9.882983
60000000, "Parallel", 11.803398
60000000, "Built-in", 12.387450
10000000, "Sequential", 1.318080
10000000, "Parallel", 1.960766
10000000, "Built-in", 2.636562
80000000, "Sequential", 11.981213
80000000, "Parallel", 15.075410
80000000, "Built-in", 16.679540
100000000, "Sequential", 15.081646
100000000, "Parallel", 19.535570
100000000, "Built-in", 21.633380
60000000, "Sequential", 10.126468
60000000, "Parallel", 11.338988
60000000, "Built-in", 11.888216
40000000, "Sequential", 5.177538
40000000, "Parallel", 7.148514
40000000, "Built-in", 7.080676
30000000, "Sequential", 3.696257
30000000, "Parallel", 5.381997
30000000, "Built-in", 5.236898
90000000, "Sequential", 11.677492
90000000, "Parallel", 15.887011
90000000, "Built-in", 16.836298
100000000, "Sequential", 15.059590
100000000, "Parallel", 19.254167
100000000, "Built-in", 21.331099
60000000, "Sequential", 9.933105
60000000, "Parallel", 11.566103
60000000, "Built-in", 12.598282
30000000, "Sequential", 4.474412
30000000, "Parallel", 5.791828
30000000, "Built-in", 6.124928
70000000, "Sequential", 10.188507
70000000, "Parallel", 13.609898
70000000, "Built-in", 14.658114
50000000, "Sequential", 8.015926
50000000, "Parallel", 9.797508
50000000, "Built-in", 10.311355
90000000, "Sequential", 13.257395
90000000, "Parallel", 17.053312
90000000, "Built-in", 18.921857
70000000, "Sequential", 11.287091
70000000, "Parallel", 13.410517
70000000, "Built-in", 14.642086
50000000, "Sequential", 7.773293
50000000, "Parallel", 9.615519
50000000, "Built-in", 10.312520
70000000, "Sequential", 10.206709
70000000, "Parallel", 13.644222
70000000, "Built-in", 14.654985
100000000, "Sequential", 14.759815
100000000, "Parallel", 18.884609
100000000, "Built-in", 21.812269
30000000, "Sequential", 4.899153
30000000, "Parallel", 5.908721
30000000, "Built-in", 6.636616
60000000, "Sequential", 8.717777
60000000, "Parallel", 11.266763
60000000, "Built-in", 12.384897
50000000, "Sequential", 7.499529
50000000, "Parallel", 9.527901
50000000, "Built-in", 10.173082
30000000, "Sequential", 4.084641
30000000, "Parallel", 5.418650
30000000, "Built-in", 5.213635
50000000, "Sequential", 6.211018
50000000, "Parallel", 8.552528
50000000, "Built-in", 9.019470
20000000, "Sequential", 2.418379
20000000, "Parallel", 3.283355
20000000, "Built-in", 3.612154
40000000, "Sequential", 5.017719
40000000, "Parallel", 7.135396
40000000, "Built-in", 7.158955
20000000, "Sequential", 2.403135
20000000, "Parallel", 3.627981
20000000, "Built-in", 3.446804
90000000, "Sequential", 11.780716
90000000, "Parallel", 15.245804
90000000, "Built-in", 16.666180
70000000, "Sequential", 8.996487
70000000, "Parallel", 12.091349
70000000, "Built-in", 12.902873
30000000, "Sequential", 3.789702
30000000, "Parallel", 5.351948
30000000, "Built-in", 5.260557
10000000, "Sequential", 1.150191
10000000, "Parallel", 1.624480
10000000, "Built-in", 1.872316
100000000, "Sequential", 13.073115
100000000, "Parallel", 17.813939
100000000, "Built-in", 18.813410
100000000, "Sequential", 13.157460
100000000, "Parallel", 18.195953
100000000, "Built-in", 19.004408
90000000, "Sequential", 11.889128
90000000, "Parallel", 16.533929
90000000, "Built-in", 16.687213
90000000, "Sequential", 11.848546
90000000, "Parallel", 16.136228
90000000, "Built-in", 16.664941
10000000, "Sequential", 1.154558
10000000, "Parallel", 1.581630
10000000, "Built-in", 1.822596
80000000, "Sequential", 10.294712
80000000, "Parallel", 13.681360
80000000, "Built-in", 14.730636
30000000, "Sequential", 4.055007
30000000, "Parallel", 5.506573
30000000, "Built-in", 6.135599
70000000, "Sequential", 10.215348
70000000, "Parallel", 13.118028
70000000, "Built-in", 14.561112
100000000, "Sequential", 14.751179
100000000, "Parallel", 18.668625
100000000, "Built-in", 21.482120
80000000, "Sequential", 12.908941
80000000, "Parallel", 15.238129
80000000, "Built-in", 16.856888
60000000, "Sequential", 9.568045
60000000, "Parallel", 11.006521
60000000, "Built-in", 12.840299
70000000, "Sequential", 10.485164
70000000, "Parallel", 13.443938
70000000, "Built-in", 14.686748
10000000, "Sequential", 1.316646
10000000, "Parallel", 1.964489
10000000, "Built-in", 2.537372
20000000, "Sequential", 3.247503
20000000, "Parallel", 3.553345
20000000, "Built-in", 3.970283
20000000, "Sequential", 2.776893
20000000, "Parallel", 3.753924
20000000, "Built-in", 3.846637
80000000, "Sequential", 11.725553
80000000, "Parallel", 14.936606
80000000, "Built-in", 16.930898
30000000, "Sequential", 4.848666
30000000, "Parallel", 5.857586
30000000, "Built-in", 5.936820
80000000, "Sequential", 11.869920
80000000, "Parallel", 14.976530
80000000, "Built-in", 16.751692
50000000, "Sequential", 7.881095
50000000, "Parallel", 9.206439
50000000, "Built-in", 10.407045
70000000, "Sequential", 10.244319
70000000, "Parallel", 13.244709
70000000, "Built-in", 14.558691
100000000, "Sequential", 14.645914
100000000, "Parallel", 19.452131
100000000, "Built-in", 21.520811
30000000, "Sequential", 4.898903
30000000, "Parallel", 6.239128
30000000, "Built-in", 6.376203
90000000, "Sequential", 13.210936
90000000, "Parallel", 17.046743
90000000, "Built-in", 19.200717
10000000, "Sequential", 1.294524
10000000, "Parallel", 1.843669
10000000, "Built-in", 2.643712
60000000, "Sequential", 9.120657
60000000, "Parallel", 11.420517
60000000, "Built-in", 12.379994
20000000, "Sequential", 2.752571
20000000, "Parallel", 4.151621
20000000, "Built-in", 4.410648
50000000, "Sequential", 7.003689
50000000, "Parallel", 9.637770
50000000, "Built-in", 10.144797
80000000, "Sequential", 11.550511
80000000, "Parallel", 15.047580
80000000, "Built-in", 16.840601
100000000, "Sequential", 14.948546
100000000, "Parallel", 19.340548
100000000, "Built-in", 21.394629
90000000, "Sequential", 14.110520
90000000, "Parallel", 17.191373
90000000, "Built-in", 18.973176
10000000, "Sequential", 1.269627
10000000, "Parallel", 1.948070
10000000, "Built-in", 2.630286
50000000, "Sequential", 7.615640
50000000, "Parallel", 9.284214
50000000, "Built-in", 10.473971
100000000, "Sequential", 14.480501
100000000, "Parallel", 18.513101
100000000, "Built-in", 19.310558
90000000, "Sequential", 11.806532
90000000, "Parallel", 16.240971
90000000, "Built-in", 19.091523
20000000, "Sequential", 2.891613
20000000, "Parallel", 3.931682
20000000, "Built-in", 4.599421
70000000, "Sequential", 10.198206
70000000, "Parallel", 13.092615
70000000, "Built-in", 14.591410
50000000, "Sequential", 7.944355
50000000, "Parallel", 9.407618
50000000, "Built-in", 10.227077
40000000, "Sequential", 6.169812
40000000, "Parallel", 7.705949
40000000, "Built-in", 8.174715
20000000, "Sequential", 2.912423
20000000, "Parallel", 3.987136
20000000, "Built-in", 3.922304
50000000, "Sequential", 7.121533
50000000, "Parallel", 9.730899
50000000, "Built-in", 10.226120
90000000, "Sequential", 13.034923
90000000, "Parallel", 17.086612
90000000, "Built-in", 19.154449
80000000, "Sequential", 12.470877
80000000, "Parallel", 15.454720
80000000, "Built-in", 16.642701
100000000, "Sequential", 15.025726
100000000, "Parallel", 18.377771
100000000, "Built-in", 21.092310
30000000, "Sequential", 4.717478
30000000, "Parallel", 6.163724
30000000, "Built-in", 6.393259
50000000, "Sequential", 7.142259
50000000, "Parallel", 9.507842
50000000, "Built-in", 10.253142
40000000, "Sequential", 6.075377
40000000, "Parallel", 7.556590
40000000, "Built-in", 8.081553
80000000, "Sequential", 11.934705
80000000, "Parallel", 14.811598
80000000, "Built-in", 16.830007
100000000, "Sequential", 14.997204
100000000, "Parallel", 18.325476
100000000, "Built-in", 21.302752
90000000, "Sequential", 13.988325
90000000, "Parallel", 17.118878
90000000, "Built-in", 19.063336
50000000, "Sequential", 8.327290
50000000, "Parallel", 9.322258
50000000, "Built-in", 10.131331
80000000, "Sequential", 11.554657
80000000, "Parallel", 15.018249
80000000, "Built-in", 16.581826
60000000, "Sequential", 9.606173
60000000, "Parallel", 11.304104
60000000, "Built-in", 12.491164
70000000, "Sequential", 10.582099
70000000, "Parallel", 13.187352
70000000, "Built-in", 14.601450
70000000, "Sequential", 10.759707
70000000, "Parallel", 13.180759
70000000, "Built-in", 14.651685
60000000, "Sequential", 9.294893
60000000, "Parallel", 11.282087
60000000, "Built-in", 12.495265
10000000, "Sequential", 1.332937
10000000, "Parallel", 1.972021
10000000, "Built-in", 2.500874
70000000, "Sequential", 10.276685
70000000, "Parallel", 13.220105
70000000, "Built-in", 14.565987
100000000, "Sequential", 15.239015
100000000, "Parallel", 18.318170
100000000, "Built-in", 21.291430
40000000, "Sequential", 6.459145
40000000, "Parallel", 7.952013
40000000, "Built-in", 7.591470
20000000, "Sequential", 2.397060
20000000, "Parallel", 3.451243
20000000, "Built-in", 3.950883
10000000, "Sequential", 1.319784
10000000, "Parallel", 1.951805
10000000, "Built-in", 2.027508
90000000, "Sequential", 13.312488
90000000, "Parallel", 17.236488
90000000, "Built-in", 19.079618
30000000, "Sequential", 4.558978
30000000, "Parallel", 5.811197
30000000, "Built-in", 6.385024
40000000, "Sequential", 5.528414
40000000, "Parallel", 7.784766
40000000, "Built-in", 8.097648
60000000, "Sequential", 8.697607
60000000, "Parallel", 11.533275
60000000, "Built-in", 12.389586
80000000, "Sequential", 11.591151
80000000, "Parallel", 15.591764
80000000, "Built-in", 16.818592
40000000, "Sequential", 6.437599
40000000, "Parallel", 7.646912
40000000, "Built-in", 8.291615
60000000, "Sequential", 8.671784
60000000, "Parallel", 10.834217
60000000, "Built-in", 12.339083
30000000, "Sequential", 4.566382
30000000, "Parallel", 5.874864
30000000, "Built-in", 6.060649
40000000, "Sequential", 5.748435
40000000, "Parallel", 7.556334
40000000, "Built-in", 8.165853
90000000, "Sequential", 13.270417
90000000, "Parallel", 17.068327
90000000, "Built-in", 19.055680
100000000, "Sequential", 14.964294
100000000, "Parallel", 19.640866
100000000, "Built-in", 21.362187
30000000, "Sequential", 4.926128
30000000, "Parallel", 6.020080
30000000, "Built-in", 6.501613
30000000, "Sequential", 4.306007
30000000, "Parallel", 5.788190
30000000, "Built-in", 6.098664
20000000, "Sequential", 3.066816
20000000, "Parallel", 3.847270
20000000, "Built-in", 3.951053
40000000, "Sequential", 5.636435
40000000, "Parallel", 7.471540
40000000, "Built-in", 8.076372
50000000, "Sequential", 7.092364
50000000, "Parallel", 9.449633
50000000, "Built-in", 10.224177
20000000, "Sequential", 3.078946
20000000, "Parallel", 3.887072
20000000, "Built-in", 3.938227
